회사명,거래소코드,회계년도,이자보상배율(이자비용)
(주)세운메디칼,100700,2010/12,26.23
(주)세원물산,024830,2009/12,8.92
(주)세원물산,024830,2010/12,6.76
(주)세원정공,021820,2009/06,2.49
(주)세원정공,021820,2010/06,18.98
(주)세이브존아이앤씨,067830,2009/12,2.22
(주)세이브존아이앤씨,067830,2010/12,3.09
(주)세중,039310,2009/12,6.44
(주)세중,039310,2010/12,2.52
(주)세진중공업,075580,2009/12,6.13
(주)세진중공업,075580,2010/12,3.17
(주)세진티에스,067770,2009/12,999999999
(주)세진티에스,067770,2010/12,999999999
(주)세코닉스,053450,2009/12,6.56
(주)세코닉스,053450,2010/12,13.14
(주)센트랄모텍,308170,2009/12,1.26
(주)센트랄모텍,308170,2010/12,1.83
(주)센트럴인사이트,012600,2009/12,1.06
(주)센트럴인사이트,012600,2010/12,-14.93
(주)셀루메드,049180,2009/12,3
(주)셀루메드,049180,2010/12,1.56
(주)셀바스에이아이,108860,2009/12,330.25
(주)셀바스에이아이,108860,2010/12,154.3
(주)셀트리온,068270,2009/12,29.12
(주)셀트리온,068270,2010/12,99.63
(주)셀트리온제약,068760,2009/12,-8.22
(주)셀트리온제약,068760,2010/12,14.77
(주)셀트리온헬스케어,091990,2009/12,-0.17
(주)셀트리온헬스케어,091990,2010/12,-0.74
(주)셀피글로벌,068940,2009/12,4.57
(주)셀피글로벌,068940,2010/12,9.27
(주)소룩스,290690,2010/12,13.05
(주)소프트센,032680,2009/09,-14.4
(주)소프트센,032680,2010/09,-6.29
(주)손오공,066910,2009/12,-1.56
(주)손오공,066910,2010/12,-7.91
(주)솔고바이오메디칼,043100,2009/12,2.6
(주)솔고바이오메디칼,043100,2010/12,0.19
(주)솔루에타,154040,2009/12,-0.63
(주)솔루에타,154040,2010/12,3.22
(주)솔본,035610,2009/12,999999999
(주)솔본,035610,2010/12,999999999
(주)쇼박스,086980,2009/12,25.81
(주)쇼박스,086980,2010/12,-19474.99
(주)수산아이앤티,050960,2010/12,999999999
(주)수산인더스트리,126720,2009/12,85.98
(주)수산인더스트리,126720,2010/12,206.36
(주)수산중공업,017550,2009/12,2.6
(주)수산중공업,017550,2010/12,24.55
(주)슈프리마에이치큐,094840,2009/12,253.13
(주)슈프리마에이치큐,094840,2010/12,182.05
(주)스마트솔루션즈,136510,2009/12,304.55
(주)스마트솔루션즈,136510,2010/12,2794.7
(주)스맥,099440,2009/12,2.16
(주)스맥,099440,2010/12,17.26
(주)스카이문스테크놀로지,033790,2009/12,-911.45
(주)스카이문스테크놀로지,033790,2010/12,1529.38
(주)스타플렉스,115570,2009/12,12.51
(주)스타플렉스,115570,2010/12,9.57
(주)스페코,013810,2009/12,1.92
(주)스페코,013810,2010/12,0.85
(주)승일,049830,2009/12,20.7
(주)승일,049830,2010/12,8.71
(주)시공테크,020710,2009/12,751.01
(주)시공테크,020710,2010/12,8822.2
(주)시너지이노베이션,048870,2009/12,-5.87
(주)시너지이노베이션,048870,2010/12,-7.81
(주)시노펙스,025320,2009/12,2.21
(주)시노펙스,025320,2010/12,-0.4
(주)시디즈,134790,2010/12,
(주)시큐브,131090,2009/12,41.62
(주)시큐브,131090,2010/12,66.11
(주)시티랩스,139050,2009/12,0.88
(주)시티랩스,139050,2010/12,21.39
(주)신도리코,029530,2009/12,999999999
(주)신도리코,029530,2010/12,999999999
(주)신성이엔지,011930,2009/12,-2.46
(주)신성이엔지,011930,2010/12,2.08
(주)신세계,004170,2009/12,5.09
(주)신세계,004170,2010/12,5.73
(주)신세계아이앤씨,035510,2009/12,10990.83
(주)신세계아이앤씨,035510,2010/12,999999999
(주)신세계인터내셔날,031430,2009/12,4.94
(주)신세계인터내셔날,031430,2010/12,12.71
(주)신세계푸드,031440,2009/12,1693.51
(주)신세계푸드,031440,2010/12,999999999
(주)신영와코루,005800,2009/09,15.3
(주)신영와코루,005800,2010/09,999999999
(주)신원,009270,2009/12,72.39
(주)신원,009270,2010/12,13.54
(주)신진에스엠,138070,2009/12,10.02
(주)신진에스엠,138070,2010/12,21.31
(주)신한금융지주회사,055550,2009/12,
(주)신한금융지주회사,055550,2010/12,
(주)신화다이나믹스,001770,2009/12,4.02
(주)신화다이나믹스,001770,2010/12,3.13
(주)신흥,004080,2009/12,1.13
(주)신흥,004080,2010/12,4.77
(주)심텍홀딩스,036710,2009/12,5.04
(주)심텍홀딩스,036710,2010/12,6.73
(주)싸이맥스,160980,2009/12,4.9
(주)싸이맥스,160980,2010/12,19.64
(주)쌍방울,102280,2009/12,0.28
(주)쌍방울,102280,2010/12,2.89
(주)쎄니트,037760,2009/12,-4.92
(주)쎄니트,037760,2010/12,-2.43
(주)쎄트렉아이,099320,2009/12,999999999
(주)쎄트렉아이,099320,2010/12,999999999
(주)쎌마테라퓨틱스,015540,2009/12,-1.24
(주)쎌마테라퓨틱스,015540,2010/12,-2.6
(주)쎌바이오텍,049960,2009/12,999999999
(주)쎌바이오텍,049960,2010/12,379.71
(주)쏠리드,050890,2009/12,-7.46
(주)쏠리드,050890,2010/12,6.11
(주)씨씨에스충북방송,066790,2009/12,16.31
(주)씨씨에스충북방송,066790,2010/12,0.15
(주)씨아이테크,004920,2009/12,-206.75
(주)씨아이테크,004920,2010/12,-133.08
(주)씨앤투스,352700,2010/12,
(주)씨에스,065770,2009/12,0.32
(주)씨에스,065770,2010/12,2.79
(주)씨에스에이코스믹,083660,2009/12,6.33
(주)씨에스에이코스믹,083660,2010/12,-8.56
(주)씨엔플러스,115530,2009/12,26.96
(주)씨엔플러스,115530,2010/12,24.71
(주)씨유메디칼시스템,115480,2009/12,12.36
(주)씨유메디칼시스템,115480,2010/12,36.08
(주)씨제이이엔엠,035760,2009/12,5.13
(주)씨제이이엔엠,035760,2010/12,6.94
(주)씨젠,096530,2009/12,14.93
(주)씨젠,096530,2010/12,23
(주)씨티씨바이오,060590,2009/12,2.81
(주)씨티씨바이오,060590,2010/12,1.36
(주)아가방앤컴퍼니,013990,2009/12,684.2
(주)아가방앤컴퍼니,013990,2010/12,3132.98
(주)아나패스,123860,2009/12,187.01
(주)아나패스,123860,2010/12,882.65
(주)아난티,025980,2009/12,2.84
(주)아난티,025980,2010/12,2.16
(주)아리온테크놀로지,058220,2009/12,-3.86
(주)아리온테크놀로지,058220,2010/12,27.44
(주)아모레퍼시픽,090430,2009/12,999999999
(주)아모레퍼시픽,090430,2010/12,999999999
(주)아모레퍼시픽그룹,002790,2009/12,999999999
(주)아모레퍼시픽그룹,002790,2010/12,999999999
(주)아모텍,052710,2009/12,1.76
(주)아모텍,052710,2010/12,1.51
(주)아미노로직스,074430,2009/12,-8.4
(주)아미노로직스,074430,2010/12,-7.55
(주)아바코,083930,2009/12,303.45
(주)아바코,083930,2010/12,75.22
(주)아바텍,149950,2009/12,-10.99
(주)아바텍,149950,2010/12,30.93
(주)아세아텍,050860,2009/06,15.01
(주)아세아텍,050860,2010/06,27.63
(주)아센디오,012170,2009/12,-12.73
(주)아센디오,012170,2010/12,-84.54
(주)아스트,067390,2009/12,1.02
(주)아스트,067390,2010/12,1.11
(주)아스플로,159010,2009/12,0.88
(주)아스플로,159010,2010/12,1.98
(주)아시아경제,127710,2009/12,10.98
(주)아시아경제,127710,2010/12,2.91
(주)아이디스홀딩스,054800,2009/12,19.42
(주)아이디스홀딩스,054800,2010/12,15.53
(주)아이마켓코리아,122900,2009/12,12392.59
(주)아이마켓코리아,122900,2010/12,18495.32
(주)아이센스,099190,2009/12,8.22
(주)아이센스,099190,2010/12,12.83
(주)아이씨디,040910,2009/09,-0.19
(주)아이씨디,040910,2010/09,4.28
(주)아이앤씨테크놀로지,052860,2009/12,34.82
(주)아이앤씨테크놀로지,052860,2010/12,999999999
(주)아이에스시,095340,2009/12,999999999
(주)아이에스시,095340,2010/12,999999999
(주)아이에스이커머스,069920,2009/12,1.89
(주)아이에스이커머스,069920,2010/12,1.93
(주)아이에이,038880,2009/12,-2.79
(주)아이에이,038880,2010/12,1.43
(주)아이에이치큐,003560,2009/12,-7.61
(주)아이에이치큐,003560,2010/12,-4.41
(주)아이엠,101390,2009/12,218.72
(주)아이엠,101390,2010/12,64.04
(주)아이엠비씨,052220,2009/12,999999999
(주)아이엠비씨,052220,2010/12,999999999
(주)아이오케이컴퍼니,078860,2009/12,-2.42
(주)아이오케이컴퍼니,078860,2010/12,-5.85
(주)아이윈,090150,2009/12,4.52
(주)아이윈,090150,2010/12,1.37
(주)아이윈플러스,123010,2009/12,6.65
(주)아이윈플러스,123010,2010/12,-0.02
(주)아이즈비전,031310,2009/12,0.96
(주)아이즈비전,031310,2010/12,-0.84
(주)아이컴포넌트,059100,2009/12,2.67
(주)아이컴포넌트,059100,2010/12,2.83
(주)아이톡시,052770,2009/12,10.29
(주)아이톡시,052770,2010/12,3.93
(주)아이티센,124500,2009/12,3.57
(주)아이티센,124500,2010/12,3.17
(주)아이티엑스에이아이,099520,2009/12,5.95
(주)아이티엑스에이아이,099520,2010/12,-3.52
(주)아이티엠반도체,084850,2009/12,4
(주)아이티엠반도체,084850,2010/12,1.77
(주)아이패밀리에스씨,114840,2009/12,771.97
(주)아이패밀리에스씨,114840,2010/12,27726.03
(주)아즈텍더블유비이,032080,2009/12,1.11
(주)아즈텍더블유비이,032080,2010/12,3.08
(주)아진엑스텍,059120,2009/12,1.73
(주)아진엑스텍,059120,2010/12,5.1
(주)아프리카티비,067160,2009/12,54.49
(주)아프리카티비,067160,2010/12,21.81
(주)안랩,053800,2009/12,999999999
(주)안랩,053800,2010/12,338.63
(주)안트로젠,065660,2009/03,999999999
(주)알루코,001780,2009/12,0.65
(주)알루코,001780,2010/12,3.59
(주)알에프세미,096610,2009/12,50.37
(주)알에프세미,096610,2010/12,61.76
(주)알에프텍,061040,2009/12,16.42
(주)알에프텍,061040,2010/12,19.36
(주)알톤스포츠,123750,2010/12,
(주)알티캐스트,085810,2009/12,3.86
(주)알티캐스트,085810,2010/12,2.68
(주)알파홀딩스,117670,2009/12,86.14
(주)알파홀딩스,117670,2010/12,77.29
(주)액토즈소프트,052790,2009/12,999999999
(주)액토즈소프트,052790,2010/12,999999999
(주)앤씨앤,092600,2009/12,32.05
(주)앤씨앤,092600,2010/12,84.09
(주)양지사,030960,2009/06,120.28
(주)양지사,030960,2010/06,30.44
(주)어반리튬,073570,2009/12,-0.79
(주)어반리튬,073570,2010/12,1.22
(주)에너토크,019990,2009/12,68.75
(주)에너토크,019990,2010/12,115.81
(주)에넥스,011090,2009/12,-14.43
(주)에넥스,011090,2010/12,-9.3
(주)에스디시스템,121890,2009/12,999999999
(주)에스디시스템,121890,2010/12,84326.45
(주)에스비비테크,389500,2009/12,1.3
(주)에스비비테크,389500,2010/12,2.93
(주)에스비에스,034120,2009/12,3.61
(주)에스비에스,034120,2010/12,-0.97
(주)에스비에스콘텐츠허브,046140,2009/12,195.3
(주)에스비에스콘텐츠허브,046140,2010/12,98.38
(주)에스씨디,042110,2009/03,-6.37
(주)에스씨디,042110,2010/12,0.22
(주)에스아이리소스,065420,2009/12,-0.99
(주)에스아이리소스,065420,2010/12,-7.76
(주)에스앤더블류,103230,2009/12,5.49
(주)에스앤더블류,103230,2010/12,7.27
(주)에스앤디,260970,2009/12,6.92
(주)에스앤디,260970,2010/12,8.87
(주)에스앤에스텍,101490,2009/12,5.67
(주)에스앤에스텍,101490,2010/12,6.33
(주)에스에너지,095910,2009/12,10.88
(주)에스에너지,095910,2010/12,19.8
(주)에스에이엠티,031330,2009/12,1.22
(주)에스에이엠티,031330,2010/12,1.54
(주)에스에이티,060540,2009/12,-0.8
(주)에스에이티,060540,2010/12,-0.81
(주)에스에프에이,056190,2009/12,999999999
(주)에스에프에이,056190,2010/12,999999999
(주)에스에프에이반도체,036540,2009/12,0.48
(주)에스에프에이반도체,036540,2010/12,2.35
(주)에스엠라이프디자인그룹,063440,2009/12,-2.49
(주)에스엠라이프디자인그룹,063440,2010/12,-26.56
(주)에스엠벡셀,010580,2009/12,0.61
(주)에스엠벡셀,010580,2010/12,-1.58
(주)에스엠엔터테인먼트,041510,2009/12,10028.52
(주)에스엠엔터테인먼트,041510,2010/12,4794.09
(주)에스엠컬처앤콘텐츠,048550,2009/12,0.15
(주)에스엠컬처앤콘텐츠,048550,2010/12,3.31
(주)에스엠코어,007820,2009/12,42.64
(주)에스엠코어,007820,2010/12,70.49
(주)에스원,012750,2009/12,999999999
(주)에스원,012750,2010/12,999999999
(주)에스제이엠,123700,2010/12,
(주)에스제이엠홀딩스,025530,2009/12,41.09
(주)에스제이엠홀딩스,025530,2010/12,3.91
(주)에스지글로벌,001380,2009/12,1.76
(주)에스지글로벌,001380,2010/12,0.84
(주)에스지세계물산,004060,2009/12,3.32
(주)에스지세계물산,004060,2010/12,4.47
(주)에스지엔지,040610,2009/12,0.34
(주)에스지엔지,040610,2010/12,1.26
(주)에스코넥,096630,2009/12,0.12
(주)에스코넥,096630,2010/12,0.89
(주)에스텍파마,041910,2009/12,2.92
(주)에스텍파마,041910,2010/12,6.72
(주)에스티아이,039440,2009/12,-8.06
(주)에스티아이,039440,2010/12,6.27
(주)에스티오,098660,2009/12,8.19
(주)에스티오,098660,2010/12,6.29
(주)에스티큐브,052020,2009/12,15.08
(주)에스티큐브,052020,2010/12,999999999
(주)에스폴리텍,050760,2009/12,1.88
(주)에스폴리텍,050760,2010/12,2.23
(주)에스피시스템스,317830,2009/12,-9.04
(주)에스피시스템스,317830,2010/12,6.91
(주)에스피씨삼립,005610,2009/12,94.31
(주)에스피씨삼립,005610,2010/12,34.87
(주)에스피지,058610,2009/12,4.31
(주)에스피지,058610,2010/12,7
(주)에쎈테크,043340,2009/12,3.33
(주)에쎈테크,043340,2010/12,1.51
(주)에이디칩스,054630,2009/12,14.53
(주)에이디칩스,054630,2010/12,-151.05
(주)에이디테크놀로지,200710,2009/12,4
(주)에이디테크놀로지,200710,2010/12,7.13
(주)에이루트,096690,2009/12,15.38
(주)에이루트,096690,2010/12,94.71
(주)에이블씨엔씨,078520,2009/12,615.6
(주)에이블씨엔씨,078520,2010/12,2809.89
(주)에이비프로바이오,195990,2009/12,1.54
(주)에이비프로바이오,195990,2010/12,23.94
(주)에이스침대,003800,2009/12,999999999
(주)에이스침대,003800,2010/12,999999999
(주)에이스테크놀로지,088800,2009/12,1.95
(주)에이스테크놀로지,088800,2010/12,0.27
(주)에이엔피,015260,2009/12,1.7
(주)에이엔피,015260,2010/12,1.09
(주)에이치비테크놀러지,078150,2009/12,1.62
(주)에이치비테크놀러지,078150,2010/12,5.06
(주)에이치시티,072990,2009/12,1.65
(주)에이치시티,072990,2010/12,9.26
(주)에이치알에스,036640,2009/12,999999999
(주)에이치알에스,036640,2010/12,131.57
(주)에이치케이,044780,2009/12,-4.15
(주)에이치케이,044780,2010/12,1.78
(주)에이텍,045660,2009/12,380.28
(주)에이텍,045660,2010/12,58.69
(주)에이티넘인베스트먼트,021080,2009/12,
(주)에이티넘인베스트먼트,021080,2010/12,
(주)에이티세미콘,089530,2009/12,1.29
(주)에이티세미콘,089530,2010/12,2.54
(주)에이팩트,200470,2009/12,2.04
(주)에이팩트,200470,2010/12,2.95
(주)에이프로젠,007460,2009/12,1.92
(주)에이프로젠,007460,2010/12,0.05
(주)에이프로젠헬스케어앤게임즈,109960,2009/12,13.01
(주)에이프로젠헬스케어앤게임즈,109960,2010/12,2.84
(주)에이플러스에셋어드바이저,244920,2009/03,216.18
(주)에이플러스에셋어드바이저,244920,2010/03,88.61
(주)에코프로,086520,2009/12,1.56
(주)에코프로,086520,2010/12,1.17
(주)에프알텍,073540,2009/12,27.36
(주)에프알텍,073540,2010/12,776.26
(주)에프앤가이드,064850,2009/12,999999999
(주)에프앤가이드,064850,2010/12,999999999
(주)에프앤리퍼블릭,064090,2009/12,0.89
(주)에프앤리퍼블릭,064090,2010/12,0.19
(주)에프앤에프홀딩스,007700,2009/12,8.64
(주)에프앤에프홀딩스,007700,2010/12,21.22
(주)에프에스티,036810,2009/12,1.5
(주)에프에스티,036810,2010/12,12.4
(주)엑사이엔씨,054940,2009/12,0.52
(주)엑사이엔씨,054940,2010/12,2.74
(주)엑서지21,043090,2009/12,0.62
(주)엑서지21,043090,2010/12,0.35
(주)엑시콘,092870,2009/12,-1.46
(주)엑시콘,092870,2010/12,3.1
(주)엔씨소프트,036570,2009/12,999999999
(주)엔씨소프트,036570,2010/12,999999999
(주)엔아이스틸,008260,2009/12,1.21
(주)엔아이스틸,008260,2010/12,4.79
(주)엔에스엔,031860,2009/12,-189.11
(주)엔에스엔,031860,2010/12,421.37
(주)엔에이치엔벅스,104200,2009/12,999999999
(주)엔에이치엔벅스,104200,2010/12,97.19
(주)엔이능률,053290,2009/12,999999999
(주)엔이능률,053290,2010/12,999999999
(주)엔지켐생명과학,183490,2009/12,-0.81
(주)엔지켐생명과학,183490,2010/12,1.35
(주)엔케이,085310,2009/12,4.71
(주)엔케이,085310,2010/12,2.38
(주)엔텔스,069410,2009/12,-4.1
(주)엔텔스,069410,2010/12,16.89
(주)엔피디,198080,2010/12,
(주)엔피케이,048830,2009/12,1.6
(주)엔피케이,048830,2010/12,1.86
(주)엘디티,096870,2009/12,999999999
(주)엘디티,096870,2010/12,999999999
(주)엘비루셈,376190,2009/12,98.2
(주)엘비루셈,376190,2010/12,1627.78
(주)엘아이에스,138690,2009/12,3.85
(주)엘아이에스,138690,2010/12,27.44
(주)엘앤에프,066970,2009/12,2.78
(주)엘앤에프,066970,2010/12,5.63
(주)엘에스,006260,2009/12,35.15
(주)엘에스,006260,2010/12,61.61
(주)엘에스네트웍스,000680,2009/12,1.79
(주)엘에스네트웍스,000680,2010/12,2.37
(주)엘에프,093050,2009/12,78.23
(주)엘에프,093050,2010/12,44.87
(주)엘엑스세미콘,108320,2009/12,999999999
(주)엘엑스세미콘,108320,2010/12,999999999
(주)엘엑스인터내셔널,001120,2009/12,5.86
(주)엘엑스인터내셔널,001120,2010/12,5.89
(주)엘엑스하우시스,108670,2009/12,
(주)엘엑스하우시스,108670,2010/12,3.99
(주)엘엠에스,073110,2009/12,8.75
(주)엘엠에스,073110,2010/12,11.49
(주)엘오티베큠,083310,2009/12,43.88
(주)엘오티베큠,083310,2010/12,197.49
(주)엘지,003550,2009/12,61.71
(주)엘지,003550,2010/12,30.58
(주)엘지생활건강,051900,2009/12,12.54
(주)엘지생활건강,051900,2010/12,7.25
(주)엘지유플러스,032640,2009/12,6.25
(주)엘지유플러스,032640,2010/12,5.22
(주)엘지헬로비전,037560,2009/12,3.05
(주)엘지헬로비전,037560,2010/12,3.7
(주)엘지화학,051910,2009/12,59.49
(주)엘지화학,051910,2010/12,76.79
(주)엠게임,058630,2009/12,17.14
(주)엠게임,058630,2010/12,-0.64
(주)엠디에스테크,086960,2009/12,234.69
(주)엠디에스테크,086960,2010/12,117.15
(주)엠씨넥스,097520,2009/12,4.4
(주)엠씨넥스,097520,2010/12,4.04
(주)엠아이텍,179290,2009/12,1.94
(주)엠아이텍,179290,2010/12,2.73
(주)엠에스씨,009780,2009/12,1.59
(주)엠에스씨,009780,2010/12,1.39
(주)엠에스오토텍,123040,2009/12,1.08
(주)엠에스오토텍,123040,2010/12,1.85
(주)엠투아이코퍼레이션,347890,2009/12,999999999
(주)엠투아이코퍼레이션,347890,2010/12,999999999
(주)엠투엔,033310,2009/12,0.37
(주)엠투엔,033310,2010/12,1.04
(주)엠플러스,259630,2009/12,
(주)엠플러스,259630,2010/12,16.23
(주)엠피대산,065150,2009/12,30.35
(주)엠피대산,065150,2010/12,14.32
(주)엠피씨플러스,050540,2009/12,2.43
(주)엠피씨플러스,050540,2010/12,-2.69
(주)연우,115960,2009/12,4.03
(주)연우,115960,2010/12,4.36
(주)영림원소프트랩,060850,2009/12,-2.82
(주)영림원소프트랩,060850,2010/12,1.86
(주)영우디에스피,143540,2009/12,15.33
(주)영우디에스피,143540,2010/12,27.85
(주)영원무역,111770,2009/12,
(주)영원무역,111770,2010/12,34.35
(주)영원무역홀딩스,009970,2009/12,34.01
(주)영원무역홀딩스,009970,2010/12,152.47
(주)영풍,000670,2009/12,5.4
(주)영풍,000670,2010/12,14.54
(주)영흥,012160,2009/12,351.37
(주)영흥,012160,2010/12,269.11
(주)예림당,036000,2009/12,20.89
(주)예림당,036000,2010/12,21.93
(주)예스코홀딩스,015360,2009/12,6.81
(주)예스코홀딩스,015360,2010/12,5.37
(주)예스티,122640,2009/12,1.15
(주)예스티,122640,2010/12,4.52
(주)오공,045060,2009/12,1.95
(주)오공,045060,2010/12,1.47
(주)오디텍,080520,2009/12,132.64
(주)오디텍,080520,2010/12,271.84
(주)오뚜기,007310,2009/12,137.7
(주)오뚜기,007310,2010/12,17.56
(주)오르비텍,046120,2009/12,17.54
(주)오르비텍,046120,2010/12,2.24
(주)오리엔탈정공,014940,2009/12,2.36
(주)오리엔탈정공,014940,2010/12,1.03
(주)오리엔트바이오,002630,2009/03,1.03
(주)오리엔트바이오,002630,2010/03,0.15
(주)오리엔트정공,065500,2009/12,4.07
(주)오리엔트정공,065500,2010/12,-2.43
(주)오리온홀딩스,001800,2009/12,2.05
(주)오리온홀딩스,001800,2010/12,2.64
(주)오리콤,010470,2009/12,999999999
(주)오리콤,010470,2010/12,999999999
(주)오비고,352910,2009/12,1667.76
(주)오비고,352910,2010/12,999999999
(주)오스코텍,039200,2009/12,-6.77
(주)오스코텍,039200,2010/12,0.23
(주)오스템,031510,2009/12,2.07
(주)오스템,031510,2010/12,5.76
(주)오이솔루션,138080,2009/12,6.66
(주)오이솔루션,138080,2010/12,22.99
(주)오킨스전자,080580,2009/12,0.29
(주)오킨스전자,080580,2010/12,1.45
(주)오텍,067170,2009/12,7.3
(주)오텍,067170,2010/12,4.59
(주)오파스넷,173130,2010/12,
(주)오픈베이스,049480,2009/12,1.72
(주)오픈베이스,049480,2010/12,9.41
(주)옵투스제약,131030,2010/12,
(주)옵트론텍,082210,2009/12,2.21
(주)옵트론텍,082210,2010/12,2.04
(주)와이비엠넷,057030,2009/12,10234.15
(주)와이비엠넷,057030,2010/12,22.14
(주)와이솔,122990,2009/12,20.8
(주)와이솔,122990,2010/12,23.8
(주)와이어블,065530,2009/12,3.38
(주)와이어블,065530,2010/12,6.91
(주)와이엔텍,067900,2009/12,2.41
(주)와이엔텍,067900,2010/12,2.67
(주)와이오엠,066430,2009/06,-6.28
(주)와이오엠,066430,2010/06,-6.76
(주)와이지-원,019210,2009/12,-1.71
(주)와이지-원,019210,2010/12,1.77
(주)와이지엔터테인먼트,122870,2009/12,2649.07
(주)와이지엔터테인먼트,122870,2010/12,999999999
(주)와이지플러스,037270,2009/12,999999999
(주)와이지플러스,037270,2010/12,999999999
(주)와이투솔루션,011690,2009/12,3
(주)와이투솔루션,011690,2010/12,1.38
(주)와이티엔,040300,2009/12,1.24
(주)와이티엔,040300,2010/12,2.33
(주)용평리조트,070960,2009/12,0.32
(주)용평리조트,070960,2010/12,0.26
(주)우리기술,032820,2009/12,-0.49
(주)우리기술,032820,2010/12,2.07
(주)우리넷,115440,2009/12,43.64
(주)우리넷,115440,2010/12,13.99
(주)우리로,046970,2009/12,17.18
(주)우리로,046970,2010/12,7.19
(주)우성,006980,2009/12,5.5
(주)우성,006980,2010/12,8.91
(주)우신시스템,017370,2009/12,8.72
(주)우신시스템,017370,2010/12,7.66
(주)우양,103840,2009/12,1.9
(주)우양,103840,2010/12,2.05
(주)우주일렉트로닉스,065680,2009/12,74.18
(주)우주일렉트로닉스,065680,2010/12,79.72
(주)우진,105840,2009/12,140.18
(주)우진,105840,2010/12,999999999
(주)우진아이엔에스,010400,2009/12,27148.16
(주)우진아이엔에스,010400,2010/12,999999999
(주)우진플라임,049800,2009/12,1.31
(주)우진플라임,049800,2010/12,4.5
(주)웅진,016880,2009/12,1.06
(주)웅진,016880,2010/12,0.7
(주)웅진씽크빅,095720,2009/12,18.95
(주)웅진씽크빅,095720,2010/12,14.47
(주)원림,005820,2009/12,3.78
(주)원림,005820,2010/12,5.48
(주)원방테크,053080,2009/12,656.42
(주)원방테크,053080,2010/12,9194.34
(주)원익,032940,2009/12,0.08
(주)원익,032940,2010/12,0.74
(주)원익머트리얼즈,104830,2009/12,36
(주)원익머트리얼즈,104830,2010/12,29.76
(주)원익큐브,014190,2009/12,1.35
(주)원익큐브,014190,2010/12,2.29
(주)원익큐엔씨,074600,2009/12,4.58
(주)원익큐엔씨,074600,2010/12,6.22
(주)원익홀딩스,030530,2009/12,999999999
(주)원익홀딩스,030530,2010/12,1078.44
(주)원일특강,012620,2009/12,2.23
(주)원일특강,012620,2010/12,4.87
(주)원풍,008370,2009/12,64.19
(주)원풍,008370,2010/12,49.17
(주)월덱스,101160,2009/12,0.46
(주)월덱스,101160,2010/12,4.2
(주)웨이브일렉트로닉스,095270,2009/12,5.89
(주)웨이브일렉트로닉스,095270,2010/12,39.51
(주)웰크론,065950,2009/12,6.01
(주)웰크론,065950,2010/12,0.71
(주)웰크론한텍,076080,2009/12,66.62
(주)웰크론한텍,076080,2010/12,-5.68
(주)웹스,196700,2010/12,
(주)웹젠,069080,2009/12,-423.97
(주)웹젠,069080,2010/12,3.56
(주)위니아,071460,2009/12,0.29
(주)위니아,071460,2010/12,2.89
(주)위닉스,044340,2009/12,10.93
(주)위닉스,044340,2010/12,14.67
(주)위메이드,112040,2009/12,409.86
(주)위메이드,112040,2010/12,999999999
(주)위메이드맥스,101730,2009/12,999999999
(주)위메이드맥스,101730,2010/12,999999999
(주)위메이드플레이,123420,2010/12,
(주)위세아이텍,065370,2009/12,10.01
(주)위스컴,024070,2009/12,199.08
(주)위스컴,024070,2010/12,215.82
(주)위지트,036090,2009/12,-7.66
(주)위지트,036090,2010/12,2.2
(주)윈팩,097800,2009/12,-0.02
(주)윈팩,097800,2010/12,2.15
(주)윌링스,313760,2010/12,
(주)윌비스,008600,2009/12,2.37
(주)윌비스,008600,2010/12,4.03
(주)유니드,014830,2009/12,6.97
(주)유니드,014830,2010/12,30.07
(주)유니온,000910,2009/12,3.69
(주)유니온,000910,2010/12,11.7
(주)유니온커뮤니티,203450,2009/12,3.23
(주)유니온커뮤니티,203450,2010/12,6.96
(주)유니켐,011330,2009/12,-0.36
(주)유니켐,011330,2010/12,0.56
(주)유니크,011320,2009/06,-1.29
(주)유니크,011320,2010/12,2.79
(주)유니테스트,086390,2009/12,0.92
(주)유니테스트,086390,2010/12,1.97
(주)유니테크노,241690,2009/12,0.25
(주)유니테크노,241690,2010/12,4.95
(주)유니트론텍,142210,2010/12,
(주)유라테크,048430,2009/12,8.68
(주)유라테크,048430,2010/12,1.66
(주)유비온,084440,2009/12,0.04
(주)유비온,084440,2010/12,0.11
(주)유비케어,032620,2009/12,3089.09
(주)유비케어,032620,2010/12,4255.32
(주)유비쿼스홀딩스,078070,2009/12,62.5
(주)유비쿼스홀딩스,078070,2010/12,68.85
(주)유성티엔에스,024800,2009/12,0.25
(주)유성티엔에스,024800,2010/12,1.39
(주)유수홀딩스,000700,2009/12,-0.31
(주)유수홀딩스,000700,2010/12,25.91
(주)유신,054930,2009/12,8009.99
(주)유신,054930,2010/12,124.34
(주)유씨아이,038340,2009/12,0.18
(주)유씨아이,038340,2010/12,0.27
(주)유아이디,069330,2009/12,-3.04
(주)유아이디,069330,2010/12,10.93
(주)유유제약,000220,2009/03,-2.73
(주)유유제약,000220,2010/03,0.49
(주)유진로봇,056080,2009/12,-4.55
(주)유진로봇,056080,2010/12,0.76
(주)유진테크,084370,2009/12,17.06
(주)유진테크,084370,2010/12,389.71
(주)유한양행,000100,2009/12,999999999
(주)유한양행,000100,2010/12,999999999
(주)육일씨엔에쓰,191410,2009/12,
(주)육일씨엔에쓰,191410,2010/12,2.58
(주)율호,072770,2009/12,4.44
